vehicle_id,start_time,end_time,duration_min,drop_gal,min_step_gal,pattern,n_negative_steps,cluster_id,cluster_count,is_hotspot,mid_time,is_train,y,duration_hours,duration_log,hod_sin,hod_cos,weekday,is_weekend,is_night,time_since_last_event_hours,is_first_event_of_day,n_points,median_dt_s,mean_step_neg,p95_abs_dfuel,median_speed,pct_ign_on,lat_c,lon_c,lat_std,lon_std,coord_range_km,window_trip_km,pre_event_distance_km,pre_event_avg_speed,pre_event_moving_pct,pre_event_fuel_change,speed_std,speed_max,movement_variability,drop_gal_vehicle_zscore,min_step_gal_vehicle_zscore,duration_min_vehicle_zscore,avg_fuel_level,max_fuel_level,drop_pct_of_avg,drop_pct_of_max
GQU478,2025-03-01 08:05:50+00:00,2025-03-01 08:21:50+00:00,16.0,5.919999999999988,1.6299999999999957,extended_15m_6gal,11,1,17,1,2025-03-01 08:13:50+00:00,True,0,0.26666666666666666,2.833213344056216,0.8362861558477597,-0.5482932295199137,5,1,0,-1.0,1,17.0,60.0,0.5381818181818171,0.7099999999999901,0.0,1.0,4.906643,-74.42702,0.0,0.0,0.0,0.0,46.73392476700988,39.83798882681564,0.9497206703910615,52.889999999999986,0.0,0.0,0.0,0.6211045484859193,0.2274013830682081,1.2436231233378232,144.12234730940818,255.1,0.04107621107651308,0.023206585561714635
GQU478,2025-03-01 08:05:50+00:00,2025-03-01 08:12:50+00:00,7.0,1.930000000000007,1.6299999999999957,short_4_10m_3gal,2,1,8,1,2025-03-01 08:09:20+00:00,True,0,0.11666666666666667,2.0794415416798357,0.8457278217039732,-0.5336145159156115,5,1,0,0.0,0,8.0,60.0,0.9650000000000035,1.1645000000000005,0.0,1.0,4.906643,-74.42702,0.0,0.0,0.0,0.0,46.73392476700988,39.83798882681564,0.9497206703910615,52.889999999999986,0.0,0.0,0.0,-0.8664111624985643,0.2274013830682081,-0.15095481648982195,144.12234730940818,255.1,0.013391399894876805,0.007565660495626604
GQU478,2025-03-01 08:13:50+00:00,2025-03-01 08:20:50+00:00,7.0,3.6799999999999775,0.4799999999999897,short_4_10m_3gal,8,1,8,1,2025-03-01 08:17:20+00:00,True,0,0.11666666666666667,2.0794415416798357,0.8265897491271889,-0.5628049276950682,5,1,0,0.13333333333333333,0,8.0,60.0,0.4599999999999973,0.4764999999999929,0.0,1.0,4.906643,-74.42702,0.0,0.0,0.0,0.0,38.843814579792806,35.88535031847134,0.9256900212314225,50.28999999999999,0.0,0.0,0.0,-0.21399199101414956,-2.6040536029775123,-0.15095481648982195,144.12234730940818,255.1,0.02553386093945397,0.014425715349173902
GQU478,2025-03-01 12:22:34+00:00,2025-03-01 12:43:34+00:00,21.0,4.090000000000003,0.920000000000016,extended_15m_6gal,6,2,22,1,2025-03-01 12:33:04+00:00,True,0,0.35,3.091042453358316,-0.14349262199117954,-0.9896513868196701,5,1,0,4.145555555555555,0,22.0,60.0,0.6816666666666672,1.1855000000000038,0.0,1.0,5.368187,-74.588052,1.818159190204792e-15,1.4545273521638335e-14,0.0,0.0,58.245705149210615,36.64207221350078,0.9827315541601256,-11.580000000000013,0.0,0.0,0.0,-0.061139499409217334,-1.5207143039686557,2.018388645464293,144.12234730940818,255.1,0.02837866609846942,0.01603292820057654
GQU478,2025-03-01 12:33:34+00:00,2025-03-01 12:43:34+00:00,10.0,4.090000000000003,0.920000000000016,short_4_10m_3gal,6,2,11,1,2025-03-01 12:38:34+00:00,True,0,0.16666666666666666,2.3978952727983707,-0.16504760586067743,-0.9862856015372314,5,1,0,0.18333333333333332,0,11.0,60.0,0.6816666666666672,0.9200000000000018,0.0,1.0,5.368187,-74.588052,0.0,1.4904470165364382e-14,0.0,0.0,52.25501746598871,36.326241134751776,0.9609929078014184,-7.469999999999999,0.0,0.0,0.0,-0.061139499409217334,-1.5207143039686557,0.31390449678605975,144.12234730940818,255.1,0.02837866609846942,0.01603292820057654
GQU478,2025-03-01 12:38:34+00:00,2025-03-01 12:44:34+00:00,6.0,4.090000000000003,0.920000000000016,short_4_10m_3gal,6,2,7,1,2025-03-01 12:41:34+00:00,True,0,0.1,1.9459101490553132,-0.1779435454738416,-0.9840406976462909,5,1,0,0.08333333333333333,0,7.0,60.0,0.6816666666666672,0.9200000000000075,0.0,1.0,5.368187,-74.588052,0.0,1.5349477418661813e-14,0.0,0.0,49.43738269936496,36.12777777777778,0.95,-7.27000000000001,0.0,0.0,0.0,-0.061139499409217334,-1.5207143039686557,-0.30590792091511587,144.12234730940818,255.1,0.02837866609846942,0.01603292820057654
GQU478,2025-03-01 13:34:37+00:00,2025-03-01 13:38:37+00:00,4.0,1.8899999999999864,1.0699999999999932,short_4_10m_3gal,3,-1,5,0,2025-03-01 13:36:37+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.4067366430758002,-0.9135454576426009,5,1,0,0.9341666666666667,0,5.0,60.0,0.6299999999999955,1.4300000000000068,0.0,1.0,5.72257,-74.622532,0.0,0.0,0.0,0.0,71.906524537675,53.454802259887,0.9562146892655368,-13.550000000000011,0.0,0.0,0.0,-0.8813236007039302,-1.151394088397533,-0.6158141297657037,144.12234730940818,255.1,0.013113857928143464,0.0074088592418311535
GQU478,2025-03-01 13:55:21+00:00,2025-03-01 13:59:21+00:00,4.0,1.2700000000000102,1.1099999999999852,short_4_10m_3gal,2,-1,5,0,2025-03-01 13:57:21+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.48862124149695463,-0.8724960070727973,5,1,0,0.34555555555555556,0,5.0,60.0,0.6350000000000051,1.1099999999999852,0.0,1.0,5.754472,-74.629765,0.0,0.0,0.0,0.0,66.99341004990245,53.42921013412817,0.9418777943368107,-10.590000000000003,0.0,0.0,0.0,-1.112466392886975,-1.0529086975785715,-0.6158141297657037,144.12234730940818,255.1,0.008811957443779076,0.00497843980800302
GQU478,2025-03-01 15:33:40+00:00,2025-03-01 15:37:40+00:00,4.0,6.049999999999997,2.01666666666668,short_4_10m_3gal,3,-1,5,0,2025-03-01 15:35:40+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.8064446042674827,-0.5913096483635822,5,1,0,1.638611111111111,0,5.0,60.0,2.0166666666666657,2.563333333333338,0.0,1.0,6.2608,-74.487017,0.0,0.0,0.0,0.0,74.15637324778737,57.59556786703601,0.9501385041551247,-9.469999999999985,0.0,0.0,0.0,0.6695699726533371,1.179426827651735,-0.6158141297657037,144.12234730940818,255.1,0.04197822246839603,0.023716189636549617
GQU478,2025-03-01 19:30:20+00:00,2025-03-01 19:35:20+00:00,5.0,1.3299999999999983,1.0100000000000051,short_4_10m_3gal,2,-1,6,0,2025-03-01 19:32:50+00:00,True,0,0.08333333333333333,1.791759469228055,-0.92050485345244,0.39073112848927427,5,1,0,3.9444444444444446,0,6.0,60.0,0.6649999999999991,2.5739999999999954,0.0,1.0,7.078665,-73.8585915,0.00011283084684626827,1.2597618821947315e-05,0.011523164994647969,0.02304632995825382,73.82492021843692,51.09739368998628,0.9711934156378601,-11.719999999999999,0.0,0.0,0.0,-1.0900977355789419,-1.2991221746259751,-0.4608610253404098,144.12234730940818,255.1,0.00922827039387879,0.005213641688696028
GQU478,2025-03-01 19:31:20+00:00,2025-03-01 19:39:20+00:00,8.0,1.3299999999999983,1.0100000000000051,short_4_10m_3gal,2,-1,9,0,2025-03-01 19:35:20+00:00,True,0,0.13333333333333333,2.1972245773362196,-0.9153114791194472,0.402746689858737,5,1,0,0.016666666666666666,0,9.0,60.0,0.6649999999999991,2.279499999999995,0.0,1.0,7.078768,-73.858603,9.083746168004856e-05,1.014204669187365e-05,0.02304632995825382,0.02304632995825382,72.80555985965566,50.86805555555556,0.9694444444444444,-11.719999999999999,0.0,0.0,0.0,-1.0900977355789419,-1.2991221746259751,0.003998287935471943,144.12234730940818,255.1,0.00922827039387879,0.005213641688696028
GQU478,2025-03-01 19:42:28+00:00,2025-03-01 19:46:28+00:00,4.0,5.909999999999997,2.385000000000005,short_4_10m_3gal,3,-1,4,0,2025-03-01 19:44:28+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.898794046299167,0.4383711467890774,5,1,0,0.18555555555555556,0,5.0,60.0,1.9699999999999989,4.468999999999997,0.0,1.0,7.079135,-73.858117,3.264659247169094e-05,3.6224301239368334e-05,0.012073920614995407,0.012073920614995407,66.5808819085409,49.407407407407405,0.9555555555555556,-11.39,0.0,0.0,0.0,0.6173764389345828,2.086313134776499,-0.6158141297657037,144.12234730940818,255.1,0.041006825584829834,0.023167385248265823
GQU478,2025-03-01 21:01:13+00:00,2025-03-01 21:07:42+00:00,6.483333333333333,4.859999999999999,1.2433333333333394,short_4_10m_3gal,4,-1,7,0,2025-03-01 21:04:27.500000+00:00,True,0,0.10805555555555556,2.0126783255201537,-0.6946583704589969,0.7193398003386515,5,1,0,1.3125,0,9.0,60.0,1.2149999999999999,2.195333333333334,0.0,1.0,7.078867,-73.858628,0.00013774795824267916,1.937638883667073e-05,0.043638794684527575,0.04672674367965911,11.637933083416158,26.343949044585987,0.8152866242038217,-1.25,0.0,0.0,0.0,0.22592493604392846,-0.7246240615152499,-0.23101392044289049,144.12234730940818,255.1,0.03372134895808344,0.019051352336137386
GQU478,2025-03-03 18:12:24+00:00,2025-03-03 18:16:24+00:00,4.0,1.5699999999999932,1.3400000000000034,short_4_10m_3gal,2,-1,5,0,2025-03-03 18:14:24+00:00,True,0,0.06666666666666667,1.6094379124341003,-0.9981347984218669,0.061048539534857324,0,0,0,45.18638888888889,1,5.0,60.0,0.7849999999999966,1.9719999999999969,0.0,1.0,6.949278,-73.709153,0.0,0.0,0.0,0.0,25.942963086537844,44.731884057971016,0.9130434782608695,-5.209999999999994,0.0,0.0,0.0,-1.000623106346794,-0.4866177003693856,-0.6158141297657037,144.12234730940818,255.1,0.010893522194277937,0.006154449211468224
GQU478,2025-03-03 18:13:24+00:00,2025-03-03 18:19:24+00:00,6.0,1.5699999999999932,1.3400000000000034,short_4_10m_3gal,2,-1,7,0,2025-03-03 18:16:24+00:00,True,0,0.1,1.9459101490553132,-0.9975640502598243,0.06975647374412522,0,0,0,0.016666666666666666,0,7.0,60.0,0.7849999999999966,1.103000000000001,0.0,1.0,6.949278,-73.709153,0.0,0.0,0.0,0.0,26.02444455207375,44.57039711191336,0.9097472924187726,-3.0799999999999983,0.0,0.0,0.0,-1.000623106346794,-0.4866177003693856,-0.30590792091511587,144.12234730940818,255.1,0.010893522194277937,0.006154449211468224
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:01:09+00:00,4.0,1.2199999999999989,1.009999999999991,short_4_10m_3gal,2,10,5,1,2025-03-04 00:59:09+00:00,True,0,0.06666666666666667,1.6094379124341003,0.25460194820552756,0.9670459389139432,1,0,1,6.729166666666667,1,5.0,60.0,0.6099999999999994,0.919999999999993,0.0,1.0,4.945387,-74.720375,0.0,0.0,0.0,0.0,81.5870984063722,57.238393977415306,0.9648682559598495,-10.740000000000009,0.0,0.0,0.0,-1.1311069406436771,-1.2991221746260102,-0.6158141297657037,144.12234730940818,255.1,0.0084650299853625,0.004782438240758764
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:06:09+00:00,9.0,1.2199999999999989,1.009999999999991,short_4_10m_3gal,2,10,10,1,2025-03-04 01:01:39+00:00,True,0,0.15,2.302585092994046,0.2630312144579748,0.964787323828813,1,0,1,0.0,0,10.0,60.0,0.6099999999999994,0.8074999999999956,0.0,1.0,4.945387,-74.720375,9.362222582871203e-16,0.0,0.0,0.0,81.5870984063722,57.238393977415306,0.9648682559598495,-10.740000000000009,0.0,0.0,0.0,-1.1311069406436771,-1.2991221746260102,0.15895139236076586,144.12234730940818,255.1,0.0084650299853625,0.004782438240758764
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:16:09+00:00,19.0,1.2199999999999989,1.009999999999991,extended_15m_6gal,2,10,20,1,2025-03-04 01:06:39+00:00,True,0,0.31666666666666665,2.995732273553991,0.28401534470392265,0.958819734868193,1,0,1,0.0,0,20.0,60.0,0.6099999999999994,0.582500000000002,0.0,1.0,4.945387,-74.720375,9.112518314015307e-16,1.4580029302424492e-14,0.0,0.0,81.5870984063722,57.238393977415306,0.9648682559598495,-10.740000000000009,0.0,0.0,0.0,-1.1311069406436771,-1.2991221746260102,1.708482436613705,144.12234730940818,255.1,0.0084650299853625,0.004782438240758764
GQU478,2025-03-04 00:57:09+00:00,2025-03-04 01:36:09+00:00,39.0,1.2199999999999989,1.009999999999991,extended_15m_6gal,2,10,40,1,2025-03-04 01:16:39+00:00,True,0,0.65,3.6888794541139363,0.32556815445715664,0.9455185755993168,1,0,1,0.0,0,40.0,60.0,0.6099999999999994,0.5220000000000097,0.0,1.0,4.945387,-74.720375,0.0,0.0,0.0,0.0,81.5870984063722,57.238393977415306,0.9648682559598495,-10.740000000000009,0.0,0.0,0.0,-1.1311069406436771,-1.2991221746260102,4.807544525119583,144.12234730940818,255.1,0.0084650299853625,0.004782438240758764
